Date,Pandemic,Consumption_1,Consumption_2,Close NASDQ,Net Income (in millions),SPOT EXCHANGE RATE - EURO AREA,"UNITED KINGDOM -- SPOT EXCHANGE RATE, US$/POUND (1/RXI_N.B.UK)","JAPAN -- SPOT EXCHANGE RATE, YEN/US$","Market yield on U.S. Treasury securities at 10-year   constant maturity, quoted on investment basis",Unemployment,Commercial and Industral loans,Government investment
2017/8/15,-92497290.53509888,-1085.8193828696978,770.6657429654213,6333.009766,43.03030303,1.1736,1.2862,110.42,2.27,4.406710063,7.157142857,153.4152239
2017/8/16,-92497290.53509888,-1083.2339846161956,766.9512760672349,6345.109863,43.03030303,1.1703,1.286,110.8,2.23,4.39908997,7.452380952,153.4463433
2017/8/17,-92497290.53509888,-1080.6485813715371,763.2368111632546,6221.910156,43.03030303,1.1736,1.2888,109.88,2.19,4.391469878,7.747619048,153.4774627
2017/8/18,-92497290.53509888,-1078.0631831172425,759.5223442649548,6216.529785,43.03030303,1.1748,1.2847,109.32,2.19,4.383849785,8.042857143,153.5085821
2017/8/21,-92497290.53509888,-1075.4777809047678,755.8078709668888,6213.129883,43.03030303,1.1814,1.2903,108.89,2.18,4.376229692,8.338095238,153.5397015
2017/8/22,-92497290.53509888,-1072.892382650473,752.0934040685889,6297.47998,43.03030303,1.1762,1.2834,109.4,2.22,4.368609599,8.633333333,153.5708209
2017/8/23,-92497290.53509888,-1070.3069794058144,748.3789391646088,6278.410156,43.03030303,1.1802,1.2787,109.14,2.17,4.360989506,8.928571429,153.6019403
2017/8/24,-92497290.53509888,-1067.7215811509097,744.6644722673628,6271.330078,43.03030303,1.1801,1.2802,109.34,2.19,4.353369413,9.223809524,153.6330597
2017/8/25,-92497290.53509888,-1065.1361790187789,740.949998946939,6265.640137,43.03030303,1.1874,1.2873,109.24,2.17,4.34574932,9.519047619,153.6641791
2017/8/28,-92497290.53509888,-1062.5507759952868,737.235533963072,6283.02002,43.03030303,1.1973,1.2927,109.22,2.16,4.338129228,9.814285714,153.6952985
2017/8/29,-92497290.53509888,-1059.9653775218096,733.5210672105296,6301.890137,43.03030303,1.2025,1.2937,109.02,2.13,4.330509135,10.10952381,153.7264179
2017/8/30,-92497290.53509888,-1057.3799792661123,729.8066003131703,6368.310059,43.03030303,1.1927,1.2934,110.2,2.15,4.322889042,10.7,153.7575373
2017/8/31,-92497290.53509888,-1054.7945771347743,726.0921269928599,6428.660156,43.03030303,1.1894,1.2888,110.06,2.12,4.315268949,10.7,153.7886567
2017/9/1,-92497290.53509888,-1052.1959744005037,722.3064342456769,6435.330078,43.03030303,1.1878,1.2972,110.09,2.16,4.315268949,10.42857143,153.8197761
2017/9/5,-92497290.53509888,-1049.5500725855281,718.6320318014615,6375.569824,43.03030303,1.1911,1.3013,108.94,2.07,4.300886491,9.885714286,153.8820149
2017/9/6,-92497290.53509888,-1048.2921433033407,718.4029679984187,6393.310059,43.03030303,1.1943,1.3073,108.75,2.1,4.286504033,9.614285714,153.9131343
2017/9/7,-92497290.53509888,-1047.0342190145059,718.1739022003422,6397.870117,43.03030303,1.2028,1.3094,108.26,2.05,4.279312804,9.342857143,153.9442537
2017/9/8,-92497290.53509888,-1045.7762897335097,717.9448384630567,6360.189941,43.03030303,1.2041,1.3211,107.72,2.06,4.272121574,9.071428571,153.9753731
2017/9/11,-92497290.53509888,-1044.5183617846187,717.7157660980395,6432.259766,43.03030303,1.1964,1.3173,109.03,2.14,4.264930345,8.8,154.0064925
2017/9/12,-92497290.53509888,-1043.260432503834,717.4867022940563,6454.279785,43.03030303,1.1968,1.328,110.01,2.17,4.257739116,8.528571429,154.0376119
2017/9/13,-92497290.53509888,-1042.0025082135965,717.2576364969202,6460.189941,43.03030303,1.1898,1.3218,110.58,2.2,4.250547887,8.257142857,154.0687313
2017/9/14,-92497290.53509888,-1040.7445789326002,717.0285727596347,6429.080078,43.03030303,1.1886,1.3398,110.66,2.2,4.243356658,7.985714286,154.0998507
2017/9/15,-92497290.53509888,-1039.4866546429728,716.7995069614448,6448.470215,43.03030303,1.1959,1.3578,110.84,2.2,4.236165429,7.714285714,154.1309701
2017/9/18,-92497290.53509888,-1038.2287253615787,716.570443158515,6454.640137,43.03030303,1.1938,1.3485,111.48,2.23,4.2289742,7.442857143,154.1620896
2017/9/19,-92497290.53509888,-1036.9708010719505,716.3413773603255,6461.319824,43.03030303,1.198,1.3517,111.49,2.24,4.221782971,7.171428571,154.193209
2017/9/20,-92497290.53509888,-1035.7125467845224,716.1125224991174,6456.040039,43.03030303,1.1998,1.3564,111.5,2.28,4.214591742,6.9,154.2243284
2017/9/21,-92497290.53509888,-1034.4546224948942,715.8834567009278,6422.689941,43.03030303,1.1946,1.3576,112.3,2.27,4.207400513,6.628571429,154.2554478
2017/9/22,-92497290.53509888,-1033.1966932134999,715.6543928979982,6426.919922,43.03030303,1.1969,1.3531,112.01,2.26,4.200209283,6.357142857,154.2865672
2017/9/25,-92497290.53509888,-1031.9387689224693,715.4253271007491,6370.589844,43.03030303,1.1852,1.3457,111.64,2.22,4.193018054,6.085714286,154.3176866
2017/9/26,-92497290.53509888,-1030.6808396428764,715.1962633625227,6380.160156,43.03030303,1.1772,1.3422,112.16,2.24,4.185826825,5.814285714,154.348806
2017/9/27,-92497290.53509888,-1029.422915352638,714.967197565387,6453.259766,43.03030303,1.1747,1.3401,112.76,2.31,4.178635596,5.542857143,154.3799254
2017/9/28,-92497290.53509888,-1028.1649860718542,714.7381337614034,6453.450195,43.03030303,1.1776,1.3435,112.66,2.31,4.171444367,5.271428571,154.4110448
2017/9/29,-92497290.53509888,-1026.9070581229623,714.5090613963864,6495.959961,43.03030303,1.1813,1.3402,112.64,2.33,4.164253138,5.0,154.4421642
2017/10/2,-92497290.53509888,-1025.658245908896,714.3272700555488,6516.720215,185.969697,1.1745,1.3268,112.6,2.34,4.164253138,5.0,154.4732836
2017/10/3,-92497290.53509888,-1024.4005627372,714.0980425795865,6531.709961,185.969697,1.1759,1.3251,112.8,2.33,4.168542352,4.566666667,154.504403
2017/10/4,-92497290.53509888,-1023.1428745735541,713.8688170977174,6534.629883,185.969697,1.176,1.3268,112.84,2.33,4.172831567,4.133333333,154.5355224
2017/10/5,-92497290.53509888,-1023.082939629691,713.9085002745812,6585.359863,185.969697,1.1706,1.3132,112.74,2.35,4.177120781,3.7,154.5666418
2017/10/6,-92497290.53509888,-1021.1289401136813,710.9861330175302,6590.180176,185.969697,1.1732,1.3063,112.68,2.37,4.181409996,3.266666667,154.5977612
2017/10/9,-92497290.53509888,-1019.1749444752978,708.0637722493018,6579.72998,185.969697,1.1804,1.3215,112.15,2.35,4.18569921,2.833333333,154.6288806
2017/10/10,-92497290.53509888,-1017.2209449578856,705.1414049931911,6587.25,185.969697,1.1804,1.3215,112.15,2.35,4.189988424,2.4,154.66
2017/10/11,-92497290.53509888,-1015.2669493202936,702.2190442250766,6603.549805,185.969697,1.1847,1.321,112.35,2.35,4.194277639,1.966666667,154.66
2017/10/12,-92497290.53509888,-1013.3129498028821,699.2966769689658,6591.509766,185.969697,1.184,1.3174,112.38,2.33,4.198566853,1.533333333,154.6935224
2017/10/13,-92497290.53509888,-1011.4188053002027,696.33468019982,6605.799805,185.969697,1.1837,1.3304,111.94,2.28,4.202856067,1.1,154.7270448
2017/10/16,-92497290.53509888,-1009.4830244814867,693.4002594624806,6624.0,185.969697,1.181,1.3285,111.72,2.3,4.207145282,0.666666667,154.7605672
2017/10/17,-92497290.53509888,-1007.5472400075051,690.4658322221908,6623.660156,185.969697,1.1754,1.3182,112.32,2.3,4.211434496,-0.2,154.7940896
2017/10/18,-92497290.53509888,-1005.6114555309282,687.5314049170834,6624.220215,185.969697,1.1775,1.3183,112.94,2.34,4.215723711,-0.633333333,154.8276119
2017/10/19,-92497290.53509888,-1003.6756747134033,684.5969842455012,6605.069824,185.969697,1.1842,1.3181,112.54,2.33,4.220012925,-1.066666667,154.8611343
2017/10/20,-92497290.53509888,-1001.7398950885353,681.6625550706406,6629.049805,185.969697,1.177,1.3179,113.5,2.39,4.224302139,-1.5,154.8946567
2017/10/23,-92497290.53509888,-999.8041142710103,678.7281343990584,6586.830078,185.969697,1.1762,1.3201,113.66,2.38,4.228591354,-1.933333333,154.9281791
2017/10/24,-92497290.53509888,-997.8683297944342,675.7937070939521,6598.430176,185.969697,1.1766,1.3124,113.92,2.42,4.232880568,-2.366666667,154.9617015
2017/10/25,-92497290.53509888,-995.9325453190493,672.8592798546017,6563.890137,185.969697,1.1802,1.3252,113.7,2.44,4.237169782,-2.8,154.9952239
2017/10/26,-92497290.53509888,-993.9967645017366,669.924859116323,6556.77002,185.969697,1.17,1.3181,113.72,2.46,4.241458997,-3.233333333,155.0287463
2017/10/27,-92497290.53509888,-992.0609800263508,666.9904318769727,6701.259766,185.969697,1.158,1.3108,113.82,2.42,4.245748211,-3.666666667,155.0622687
2017/10/30,-92497290.53509888,-990.1251955497753,664.0560045718663,6698.959961,185.969697,1.1626,1.3195,113.26,2.37,4.250037426,-4.1,155.095791
2017/10/31,-92497290.53509888,-988.189414733043,661.1215839003975,6727.669922,185.969697,1.1648,1.3281,113.63,2.38,4.25432664,-4.1,155.1293134
2017/11/1,-92497290.53509888,-986.2449146086731,658.1396150325887,6716.529785,185.969697,1.1618,1.3257,114.04,2.37,4.25432664,-3.938095238,155.1628358
2017/11/2,-92497290.53509888,-984.3084792315589,655.2056332672207,6714.939941,185.969697,1.1672,1.3068,113.84,2.35,4.249745933,-3.776190476,155.1963582
2017/11/3,-92497290.53509888,-982.3720401967948,652.2716448673888,6764.439941,185.969697,1.1616,1.3067,114.25,2.34,4.245165226,-3.614285714,155.2298806
2017/11/6,-92497290.53509888,-982.3296655142018,652.2997070471142,6786.439941,185.969697,1.16,1.3145,113.9,2.32,4.240584519,-3.452380952,155.263403
2017/11/7,-92497290.53509888,-979.5714483002502,648.464215682459,6767.779785,185.969697,1.1577,1.3152,113.9,2.32,4.236003811,-3.29047619,155.2969254
2017/11/8,-92497290.53509888,-976.8132312259299,644.6287241945203,6789.120117,185.969697,1.1591,1.3108,113.62,2.32,4.231423104,-3.128571429,155.3304478
2017/11/9,-92497290.53509888,-974.0550142319541,640.7932326842222,6750.049805,185.969697,1.1648,1.3133,113.4,2.33,4.226842397,-2.966666667,155.3639701
2017/11/10,-92497290.53509888,-971.2967971576348,636.9577411962832,6750.939941,185.969697,1.1656,1.3101,113.62,2.4,4.22226169,-2.804761905,155.3974925
2017/11/13,-92497290.53509888,-968.5385801636575,633.1222496859842,6757.600098,185.969697,1.1656,1.3101,113.62,2.4,4.217680983,-2.642857143,155.4310149
2017/11/14,-92497290.53509888,-965.780359510418,629.2867516088587,6737.870117,185.969697,1.1764,1.3128,113.5,2.38,4.213100276,-2.480952381,155.4645373
2017/11/15,-92497290.53509888,-963.0221424375013,625.4512601199793,6706.209961,185.969697,1.1794,1.3165,113.15,2.33,4.208519569,-2.319047619,155.4980597
2017/11/16,-92497290.53509888,-960.2639254421214,621.6157686106209,6793.290039,185.969697,1.1772,1.3197,112.89,2.37,4.203938861,-2.157142857,155.5315821
2017/11/17,-92497290.53509888,-957.5057084481455,617.7802771003228,6782.790039,185.969697,1.1799,1.3222,111.98,2.35,4.199358154,-1.995238095,155.5651045
2017/11/20,-92497290.53509888,-954.7474913738263,613.9447856123837,6790.709961,185.969697,1.1741,1.3241,112.49,2.37,4.194777447,-1.833333333,155.5986269
2017/11/21,-92497290.53509888,-951.9892696074768,610.1092958848911,6862.47998,185.969697,1.1741,1.3232,112.46,2.36,4.19019674,-1.671428571,155.6321493
2017/11/22,-92497290.53509888,-949.2310525331568,606.2738043969508,6867.359863,185.969697,1.1789,1.3291,111.62,2.32,4.185616033,-1.50952381,155.6656716
2017/11/24,-92497290.53509888,-943.7146185438017,598.6028213772955,6889.160156,185.969697,1.1936,1.3336,111.54,2.34,4.176454619,-1.185714286,155.7327164
2017/11/27,-92497290.53509888,-940.9564014708851,594.7673298884162,6878.52002,185.969697,1.1911,1.3333,111.0,2.32,4.171873911,-1.023809524,155.7662388
2017/11/28,-92497290.53509888,-938.1981808176449,590.9318318112893,6912.359863,185.969697,1.1878,1.3231,111.13,2.34,4.167293204,-0.861904762,155.7997612
2017/11/29,-92497290.53509888,-935.4399638236682,587.0963403009916,6824.390137,185.969697,1.1858,1.3436,111.75,2.37,4.162712497,-0.7,155.8332836
2017/11/30,-92497290.53509888,-932.681746749349,583.2608488130527,6873.970215,185.969697,1.1898,1.3506,112.3,2.42,4.15813179,-0.7,155.866806
2017/12/1,-92497290.53509888,-929.9286623629033,579.4486085632604,6847.589844,185.969697,1.191,1.3505,111.88,2.37,4.15813179,-0.547619048,155.9003284
2017/12/4,-92497290.53509888,-927.1699069478345,575.6134780525387,6775.370117,185.969697,1.1848,1.3465,112.8,2.37,4.156949808,-0.395238095,155.9338507
2017/12/5,-92497290.53509888,-924.4111516117081,571.7783475203989,6762.209961,185.969697,1.182,1.345,112.76,2.36,4.155767825,-0.242857143,155.9673731
2017/12/6,-92497290.53509888,-924.3682385883671,571.8067706773422,6776.379883,185.969697,1.1788,1.3382,112.32,2.33,4.154585843,-0.09047619,156.0008955
2017/12/7,-92497290.53509888,-921.9088901092563,572.6010554863697,6812.839844,185.969697,1.179,1.3432,112.7,2.37,4.15340386,0.061904762,156.0344179
2017/12/8,-92497290.53509888,-919.4495415492211,573.3953402509451,6840.080078,185.969697,1.1761,1.3367,113.55,2.38,4.152221878,0.214285714,156.0679403
2017/12/11,-92497290.53509888,-916.9901930693176,574.1896250598592,6875.080078,185.969697,1.1802,1.3363,113.34,2.39,4.151039896,0.366666667,156.1014627
2017/12/12,-92497290.53509888,-914.5308445890172,574.9839098031301,6862.319824,185.969697,1.1725,1.3323,113.62,2.4,4.149857913,0.519047619,156.1349851
2017/12/13,-92497290.53509888,-912.071496030173,575.7781946334628,6875.799805,185.969697,1.1762,1.3365,113.19,2.36,4.148675931,0.671428571,156.1685075
2017/12/14,-92497290.53509888,-909.6121475498709,576.572479376733,6856.529785,185.969697,1.1778,1.344,112.56,2.35,4.147493949,0.823809524,156.2020299
2017/12/15,-92497290.53509888,-907.1527990707601,577.3667641857604,6936.580078,185.969697,1.1778,1.3316,112.68,2.35,4.146311966,0.976190476,156.2355522
2017/12/18,-92497290.53509888,-904.6934505085296,578.1610489511629,6994.759766,185.969697,1.1804,1.3398,112.4,2.39,4.145129984,1.128571429,156.2690746
2017/12/19,-92497290.53509888,-902.2341020294188,578.9553337601903,6963.850098,185.969697,1.1822,1.3356,112.98,2.46,4.143948001,1.280952381,156.302597
2017/12/20,-92497290.53509888,-899.7747535491168,579.7496185034605,6960.959961,185.969697,1.1881,1.3408,113.29,2.49,4.142766019,1.433333333,156.3361194
2017/12/21,-92497290.53509888,-897.3154134193167,580.5439080529997,6965.359863,185.969697,1.1872,1.3372,113.42,2.48,4.141584037,1.585714286,156.3696418
2017/12/22,-92497290.53509888,-894.8560649390147,581.3381927962699,6959.959961,185.969697,1.1839,1.3379,113.3,2.48,4.140402054,1.738095238,156.4031642
2017/12/26,-92497290.53509888,-889.9373676791008,582.9267625154033,6936.25,185.969697,1.1867,1.3369,113.2,2.47,4.13803809,2.195238095,156.470209
2017/12/27,-92497290.53509888,-887.4780191999901,583.7210473244307,6939.339844,185.969697,1.1902,1.3403,113.28,2.42,4.136856107,2.347619048,156.5037313
2017/12/28,-92497290.53509888,-885.018670719688,584.5153320677009,6950.160156,185.969697,1.1952,1.345,112.85,2.43,4.135674125,2.5,156.5372537
2017/12/29,-92497290.53509888,-882.5593221608437,585.3096168980335,6903.390137,185.969697,1.2022,1.3529,112.69,2.4,4.134492142,2.5,156.5707761
2018/1/2,-92497290.53509888,-877.6418982512752,586.897332823072,7006.899902,53.95454545,1.205,1.3596,112.18,2.46,4.13331016,2.347619048,156.6378209
2018/1/3,-92497290.53509888,-875.1832864040782,587.6911235946666,7065.529785,53.95454545,1.203,1.3522,112.28,2.44,4.13437652,2.271428571,156.6713433
2018/1/4,-92497290.53509888,-872.7246746378056,588.4849144107133,7077.910156,53.95454545,1.2064,1.3539,112.78,2.46,4.13544288,2.195238095,156.7048657
2018/1/5,-92497290.53509888,-872.6824983273029,588.5128435746758,7136.560059,53.95454545,1.2039,1.3562,113.18,2.47,4.13650924,2.119047619,156.7383881
2018/1/8,-92497290.53509888,-871.3052764480385,587.5184395712681,7157.390137,53.95454545,1.1973,1.3566,113.08,2.49,4.1375756,2.042857143,156.7719104
2018/1/9,-92497290.53509888,-869.9280593399557,586.5240337192963,7163.580078,53.95454545,1.1922,1.3518,112.57,2.55,4.13864196,1.966666667,156.8054328
2018/1/10,-92497290.53509888,-868.5508374595,585.5296296501313,7153.569824,53.95454545,1.1958,1.3513,111.48,2.55,4.13970832,1.89047619,156.8389552
2018/1/11,-92497290.53509888,-867.1736155802356,584.5352256467233,7211.779785,53.95454545,1.2035,1.3543,111.35,2.54,4.14077468,1.814285714,156.8724776
2018/1/12,-92497290.53509888,-865.7963984721534,583.5408197947529,7261.060059,53.95454545,1.213,1.3689,111.23,2.55,4.14184104,1.738095238,156.906
2018/1/16,-92497290.53509888,-863.0419547144163,581.5520117880494,7223.689941,53.95454545,1.2244,1.3774,110.74,2.54,4.14397376,1.585714286,156.9299701
2018/1/17,-92497290.53509888,-861.7063775792514,580.5300363395843,7298.279785,53.95454545,1.2229,1.3824,110.81,2.57,4.14504012,1.50952381,156.9539403
2018/1/18,-92497290.53509888,-860.3285833246924,579.5360113017884,7296.049805,53.95454545,1.2238,1.3889,110.88,2.62,4.14610648,1.433333333,156.9779104
2018/1/19,-92497290.53509888,-858.9507892901088,578.5419861183484,7336.379883,53.95454545,1.2238,1.3857,110.56,2.64,4.14717284,1.357142857,157.0018806
2018/1/22,-92497290.53509888,-857.572999726999,577.5479592532951,7408.029785,53.95454545,1.223,1.3944,111.15,2.66,4.1482392,1.280952381,157.0258507
2018/1/23,-92497290.53509888,-856.1952056924146,576.5539340698539,7460.290039,53.95454545,1.2277,1.3968,110.46,2.63,4.14930556,1.204761905,157.0498209
2018/1/24,-92497290.53509888,-854.8174114378556,575.5599090320578,7415.060059,53.95454545,1.239,1.4198,109.15,2.65,4.15037192,1.128571429,157.073791
2018/1/25,-92497290.53509888,-853.4396221732632,574.565881934298,7411.160156,53.95454545,1.2488,1.4264,108.7,2.63,4.15143828,1.052380952,157.0977612
2018/1/26,-92497290.53509888,-852.0618279187042,573.5718568965019,7505.77002,53.95454545,1.2422,1.4179,108.38,2.66,4.15250464,0.976190476,157.1217313
2018/1/29,-92497290.53509888,-850.6840338849129,572.5778317131756,7466.509766,53.95454545,1.2352,1.4042,109.12,2.7,4.153571,0.9,157.1457015
2018/1/30,-92497290.53509888,-849.3062444015358,571.5838048268156,7402.47998,53.95454545,1.239,1.4124,108.9,2.73,4.15463736,0.9,157.1696716
2018/1/31,-92497290.53509888,-847.928450366952,570.5897796433757,7411.47998,53.95454545,1.2428,1.419,109.31,2.72,4.15570372,1.133333333,157.1936418
2018/2/1,-92497290.53509888,-846.5467945499536,569.5716509961624,7385.859863,53.95454545,1.2482,1.4247,109.5,2.78,4.15570372,1.366666667,157.2176119
2018/2/2,-92497290.53509888,-845.1685544416572,568.5779262721989,7240.950195,53.95454545,1.2446,1.4126,110.4,2.84,4.151888007,1.6,157.2415821
2018/2/5,-92497290.53509888,-843.790309343606,567.5842035415014,6967.529785,53.95454545,1.2418,1.4022,110.09,2.77,4.148072294,1.833333333,157.2655522
2018/2/6,-92497290.53509888,-843.7471100328893,567.6128138334709,7115.879883,53.95454545,1.2381,1.3951,109.18,2.79,4.144256581,2.066666667,157.2895224
2018/2/7,-92497290.53509888,-841.5330845489005,565.9332312290825,7051.97998,53.95454545,1.2281,1.3881,109.53,2.84,4.140440868,2.3,157.3134925
2018/2/8,-92497290.53509888,-839.3190593632174,564.2536484586868,6777.160156,53.95454545,1.2238,1.3915,109.0,2.85,4.136625155,2.533333333,157.3374627
2018/2/9,-92497290.53509888,-837.1050327667006,562.5740742707422,6874.490234,53.95454545,1.2226,1.3794,108.44,2.83,4.132809442,2.766666667,157.3614328
2018/2/12,-92497290.53509888,-834.891007501285,560.8944915216514,6981.959961,53.95454545,1.2267,1.382,108.72,2.86,4.128993729,3.0,157.385403
2018/2/13,-92497290.53509888,-832.6769820970287,559.214908895958,7013.509766,53.95454545,1.2363,1.3892,107.59,2.83,4.125178016,3.233333333,157.4093731
2018/2/14,-92497290.53509888,-830.4629568316132,557.5353261468674,7143.620117,53.95454545,1.2396,1.3955,107.0,2.91,4.121362303,3.466666667,157.4333433
2018/2/15,-92497290.53509888,-828.2489265772352,555.8557453911546,7256.430176,53.95454545,1.2482,1.4061,106.36,2.9,4.11754659,3.7,157.4573134
2018/2/16,-92497290.53509888,-826.034905049414,554.1761691885267,7239.470215,53.95454545,1.2442,1.4055,106.1,2.87,4.113730878,3.933333333,157.4812836
2018/2/20,-92497290.53509888,-821.6068540800337,550.8170039806919,7234.310059,53.95454545,1.2348,1.4021,107.23,2.88,4.106099452,4.4,157.5292239
2018/2/21,-92497290.53509888,-819.3928241265554,549.1374231237871,7218.22998,53.95454545,1.2314,1.3946,107.64,2.94,4.102283739,4.633333333,157.5771642
2018/2/22,-92497290.53509888,-817.1787986411647,547.4578405203404,7210.089844,53.95454545,1.2326,1.3939,106.96,2.92,4.098468026,4.866666667,157.6011343
2018/2/23,-92497290.53509888,-814.9647733771502,545.7782577703083,7337.390137,53.95454545,1.2298,1.3979,106.64,2.88,4.094652313,5.1,157.6251045
2018/2/26,-92497290.53509888,-812.7507516293538,544.0986817133244,7421.459961,53.95454545,1.2296,1.3952,106.96,2.86,4.0908366,5.333333333,157.6490746
2018/2/27,-92497290.53509888,-810.5367215949518,542.4191008119687,7330.350098,53.95454545,1.2239,1.3906,107.47,2.9,4.087020887,5.566666667,157.6730448
2018/2/28,-92497290.53509888,-808.3226961095603,540.7395182085208,7273.009766,53.95454545,1.2211,1.3794,106.62,2.87,4.083205174,5.8,157.7209851
2018/3/1,-92497290.53509888,-806.099875127189,539.0124476181963,7180.560059,53.95454545,1.2216,1.3755,106.91,2.81,4.079389461,5.8,157.7449552
2018/3/2,-92497290.53509888,-803.8858496417977,537.3328650147484,7257.870117,53.95454545,1.2314,1.3769,105.65,2.86,4.075573748,6.052380952,157.7689254
2018/3/5,-92497290.53509888,-801.672810446546,535.6526287398964,7330.709961,53.95454545,1.233,1.3856,105.97,2.88,4.075573748,6.304761905,157.7928955
2018/3/6,-92497290.53509888,-799.459438932827,533.9726076566131,7372.009766,53.95454545,1.2415,1.3886,106.03,2.88,4.073102552,6.557142857,157.8168657
2018/3/7,-92497290.53509888,-797.2460675593514,532.2925864489918,7396.649902,53.95454545,1.2397,1.3888,105.94,2.89,4.070631357,6.80952381,157.8408358
